probe_id	gene_symbol
ILMN_1774132	MAP6
ILMN_1774134	BRD4
ILMN_1774153	SPHK1
ILMN_1774196	URM1
ILMN_1774207	ANGPT2
ILMN_1774211	FLJ45032
ILMN_1774229	SLC7A4
ILMN_1774251	ZNF155
ILMN_1774256	PRSS21
ILMN_1774258	L3MBTL
ILMN_1774259	FAM63B
ILMN_1774261	DOK4
ILMN_1774265	UNQ830
ILMN_1774272	ESRRA
ILMN_1774281	NT5DC3
ILMN_1774287	CFB
ILMN_1774334	HIGD2A
ILMN_1774350	MYOZ3
ILMN_1774358	LRDD
ILMN_1774369	LOC200420
ILMN_1774387	ZHX3
ILMN_1774427	CALCOCO1
ILMN_1774432	DTD1
ILMN_1774447	AMPD3
ILMN_1774493	KLC2
ILMN_1774513	DDX17
ILMN_1774528	GPRC5C
ILMN_1774547	MPRIP
ILMN_1774584	C2orf28
ILMN_1774589	IQCC
ILMN_1774596	BSCL2
ILMN_1774602	FBLN2
ILMN_1774604	PNKD
ILMN_1774617	NAB1
ILMN_1774661	SNRPB
ILMN_1774685	IL24
ILMN_1774689	TUSC3
ILMN_1774705	TCEB3B
ILMN_1774708	ORMDL2
ILMN_1774722	CGREF1
ILMN_1774733	SOCS1
ILMN_1774735	DDB1
ILMN_1774742	MTTP
ILMN_1774757	ZNF496
ILMN_1774781	CEACAM20
ILMN_1774784	UBOX5
ILMN_1774800	KTELC1
ILMN_1774806	SLC9A7
ILMN_1774813	GPR173
ILMN_1774823	RPL34
ILMN_1774826	FXN
ILMN_1774836	PLOD3
ILMN_1774839	RBM19
ILMN_1774844	MAPKAPK2
ILMN_1774856	LRSAM1
ILMN_1774874	IL1RN
ILMN_1774890	LAS1L
ILMN_1774901	GDPD3
ILMN_1774938	AKR1A1
ILMN_1774948	CPEB2
ILMN_1774949	PIGP
ILMN_1774974	CLUAP1
ILMN_1774982	CDC42EP5
ILMN_1774990	C16orf13
ILMN_1774997	BCL2L11
ILMN_1775008	NCAPD2
ILMN_1775011	NOL10
ILMN_1775016	MPZL2
ILMN_1775036	SEC22A
ILMN_1775045	ADIPOQ
ILMN_1775050	PRKCZ
ILMN_1775074	TUBGCP2
ILMN_1775111	SND1
ILMN_1775136	C3orf45
ILMN_1775170	MT1X
ILMN_1775183	CBX8
ILMN_1775192	BCLAF1
ILMN_1775224	NOS3
ILMN_1775235	AFF3
ILMN_1775257	PROK2
ILMN_1775268	HECW2
ILMN_1775269	EID1
ILMN_1775304	DNAJB1
ILMN_1775327	PKM2
ILMN_1775328	MTG1
ILMN_1775330	C15orf52
ILMN_1775336	TSPYL2
ILMN_1775348	KCNH8
ILMN_1775357	RUNDC2A
ILMN_1775359	LTB4R2
ILMN_1775380	SMOX
ILMN_1775405	ARL4A
ILMN_1775408	SPACA3
ILMN_1775423	C10orf88
ILMN_1775428	ZKSCAN5
ILMN_1775432	CSMD2
ILMN_1775448	PFN2
ILMN_1775486	SSPN
ILMN_1775498	FAM100B
ILMN_1775501	IL1B
ILMN_1775522	MAGED1
ILMN_1775542	FAIM3
ILMN_1775549	PRSS27
ILMN_1775566	ATP1A1
ILMN_1775570	FLJ44635
ILMN_1775573	DPY19L4
ILMN_1775579	ACAD9
ILMN_1775587	STX19
ILMN_1775646	L3MBTL4
ILMN_1775677	TYSND1
ILMN_1775692	EIF4G3
ILMN_1775703	TRAPPC6A
ILMN_1775708	SLC2A3
ILMN_1775734	SH2D3C
ILMN_1775743	BTG1
ILMN_1775744	MRPS16
ILMN_1775753	FBXW2
ILMN_1775759	NRAS
ILMN_1775762	GNAI2
ILMN_1775814	GHR
ILMN_1775822	PDGFB
ILMN_1775823	POFUT2
ILMN_1775829	PERP
ILMN_1775830	TM4SF20
ILMN_1775853	MAGI1
ILMN_1775925	HIST1H2BI
ILMN_1775926	SPATA6
ILMN_1775930	PNLIPRP1
ILMN_1775931	EPHA3
ILMN_1775937	DDB1
ILMN_1775939	SF3B2
ILMN_1775944	ABI2
ILMN_1775950	CAND2
ILMN_1775956	SP5
ILMN_1775999	C6orf134
ILMN_1776000	EID3
ILMN_1776038	UBXN2A
ILMN_1776073	CCT4
ILMN_1776077	SF1
ILMN_1776080	GTPBP6
ILMN_1776088	NAT9
ILMN_1776094	PPCS
ILMN_1776102	PSMD10
ILMN_1776104	NDUFS5
ILMN_1776109	ZNF622
ILMN_1776119	ABCC10
ILMN_1776121	MGC42367
ILMN_1776147	C21orf59
ILMN_1776151	OLFML1
ILMN_1776157	Septin 4
ILMN_1776173	PSMD7
ILMN_1776181	BIRC3
ILMN_1776188	MAP1LC3A
ILMN_1776195	TMSB4Y
ILMN_1776213	RGMB
ILMN_1776216	TMEM32
ILMN_1776267	CLN6
ILMN_1776283	LGALS12
ILMN_1776297	GOLGA4
ILMN_1776314	CHRNA10
ILMN_1776325	UBE2Q1
ILMN_1776333	TBCEL
ILMN_1776352	MUTED
ILMN_1776363	ANK2
ILMN_1776375	PIN1
ILMN_1776398	PAIP1
ILMN_1776428	STK17A
ILMN_1776435	GPRIN3
ILMN_1776464	PARP4
ILMN_1776480	MIZF
ILMN_1776490	C17orf53
ILMN_1776515	MPPE1
ILMN_1776516	ITPKA
ILMN_1776519	RAP1GAP
ILMN_1776542	SLC35C2
ILMN_1776552	FUBP1
ILMN_1776577	DSCC1
ILMN_1776582	PDK3
ILMN_1776602	RNASE4
ILMN_1776631	KIAA1862
ILMN_1776640	MPL
ILMN_1776649	LRRK2
ILMN_1776653	SCML1
ILMN_1776666	GRIK3
ILMN_1776679	TAZ
ILMN_1776723	PHF11
ILMN_1776724	LYPD6
ILMN_1776777	ADAR
ILMN_1776778	PARP15
ILMN_1776845	HIST1H3A
ILMN_1776848	ZFYVE9
ILMN_1776857	AQP1
ILMN_1776858	DUS4L
ILMN_1776861	HAP1
ILMN_1776905	FAM23B
ILMN_1776916	AIM1L
ILMN_1776925	PRSS22
ILMN_1776936	ANKRD38
ILMN_1776939	MS4A1
ILMN_1776953	MYL9
ILMN_1776963	LMAN2
ILMN_1776993	COG2
ILMN_1776998	DNAJA4
ILMN_1777049	ZNF160
ILMN_1777060	CTH
ILMN_1777066	NIF3L1
ILMN_1777106	LRRC57
ILMN_1777113	NEURL2
ILMN_1777118	INTS9
ILMN_1777121	LTBP3
ILMN_1777129	C16orf56
ILMN_1777139	MAK16
ILMN_1777156	GTPBP3
ILMN_1777164	DIP2A
ILMN_1777168	CSRP2BP
ILMN_1777190	CFD
ILMN_1777233	E2F2
ILMN_1777250	ZNF268
ILMN_1777261	FAM3C
ILMN_1777263	MEOX2
ILMN_1777301	ARL13B
ILMN_1777314	CNPY4
ILMN_1777318	C9orf64
ILMN_1777322	FAM91A1
ILMN_1777325	STAT1
ILMN_1777340	DDX6
ILMN_1777342	PREX1
ILMN_1777344	RPS13
ILMN_1777378	COMMD6
ILMN_1777397	MSX1
ILMN_1777405	HIST1H2BD
ILMN_1777411	ATP1A2
ILMN_1777437	C1orf177
ILMN_1777444	STX5
ILMN_1777449	IFT74
ILMN_1777477	C9orf106
ILMN_1777479	CDYL2
ILMN_1777483	APOOL
ILMN_1777513	KCTD11
ILMN_1777519	ITGB7
ILMN_1777521	GLUD2
ILMN_1777523	GALE
ILMN_1777526	MED20
ILMN_1777528	NCBP1
ILMN_1777555	ESF1
ILMN_1777579	TIGD1
ILMN_1777584	KARS
ILMN_1777591	C10orf65
ILMN_1777637	SLFNL1
ILMN_1777644	PIB5PA
ILMN_1777658	SCARF1
ILMN_1777660	RNF144
ILMN_1777663	TOP2B
ILMN_1777665	SLC22A13
ILMN_1777683	ADAMTSL4
ILMN_1777691	ARL9
ILMN_1777708	C14orf121
ILMN_1777721	MAPRE1
ILMN_1777725	LSM14B
ILMN_1777726	USP48
ILMN_1777740	C8orf55
ILMN_1777745	FAM133B
ILMN_1777765	C12orf10
ILMN_1777794	PRKCSH
ILMN_1777811	URG4
ILMN_1777853	MBOAT2
ILMN_1777881	TSPAN17
ILMN_1777895	LRRC37B
ILMN_1777906	RPRC1
ILMN_1777913	CDK8
ILMN_1777934	MORN3
ILMN_1777949	SPRR4
ILMN_1777982	USF1
ILMN_1777998	ARHGAP25
ILMN_1778010	IL32
ILMN_1778013	PDPR
ILMN_1778032	SURF6
ILMN_1778053	SLC39A7
ILMN_1778059	CASP4
ILMN_1778064	FICD
ILMN_1778078	VPS16
ILMN_1778121	CALN1
ILMN_1778132	C2CD2L
ILMN_1778136	ZMYND15
ILMN_1778143	GRAP2
ILMN_1778144	FLJ20489
ILMN_1778152	FIGNL1
ILMN_1778161	DNAJC25
ILMN_1778168	ELMO2
ILMN_1778173	AK3
ILMN_1778177	ZNF207
ILMN_1778187	TARS2
ILMN_1778188	TP73
ILMN_1778203	CLN5
ILMN_1778213	STK33
ILMN_1778226	EXTL3
ILMN_1778236	PTPN11
ILMN_1778237	FN1
ILMN_1778238	UTP6
ILMN_1778240	GFOD1
ILMN_1778242	CALM1
ILMN_1778253	SRC
ILMN_1778255	FARSA
ILMN_1778267	RGS6
ILMN_1778294	SENP7
ILMN_1778308	COL4A4
ILMN_1778318	FLJ20674
ILMN_1778319	DMKN
ILMN_1778321	SLC2A6
ILMN_1778327	PCDHB14
ILMN_1778333	MMP24
ILMN_1778337	TCF2
ILMN_1778338	RNF128
ILMN_1778347	NUDT2
ILMN_1778352	ABCC6
ILMN_1778358	ATP8A1
ILMN_1778360	PYGB
ILMN_1778371	CCBL2
ILMN_1778374	BSG
ILMN_1778377	ERGIC1
ILMN_1778444	FKBP5
ILMN_1778457	IL18
ILMN_1778464	TMEM1
ILMN_1778488	WDR41
ILMN_1778523	KLF9
ILMN_1778557	CDC2L5
ILMN_1778560	ZNF3
ILMN_1778561	WEE1
ILMN_1778587	PPP2R2D
ILMN_1778595	SLN
ILMN_1778599	SP140
ILMN_1778611	GBAS
ILMN_1778617	TAF9
ILMN_1778625	CD44
ILMN_1778650	VILL
ILMN_1778662	DIP2A
ILMN_1778668	TAGLN
ILMN_1778673	GOLGA7
ILMN_1778677	MRS2
ILMN_1778681	EBF1
ILMN_1778684	BRE
ILMN_1778709	PICALM
ILMN_1778723	AMICA1
ILMN_1778730	MRPL39
ILMN_1778755	KIAA0644
ILMN_1778831	NTSR1
ILMN_1778836	SFRS7
ILMN_1778845	FAM111A
ILMN_1778876	FAM179B
ILMN_1778917	CDK7
ILMN_1778924	PDE1A
ILMN_1778941	TCF2
ILMN_1778951	C6orf203
ILMN_1778956	STS
ILMN_1778977	TYROBP
ILMN_1778985	LOC90826
ILMN_1778991	NFIB
ILMN_1779014	TSPYL1
ILMN_1779015	ZNF467
ILMN_1779034	NADSYN1
ILMN_1779040	INO80B
ILMN_1779043	CACNG6
ILMN_1779064	KLC2
ILMN_1779070	APOL4
ILMN_1779071	FEZ1
ILMN_1779147	ENC1
ILMN_1779163	C11orf67
ILMN_1779171	SGSM2
ILMN_1779177	U2AF1L4
ILMN_1779182	TMEM98
ILMN_1779184	C16orf84
ILMN_1779185	SPECC1L
ILMN_1779190	ALKBH8
ILMN_1779213	TFG
ILMN_1779241	CRYM
ILMN_1779252	TRIM22
ILMN_1779257	CD40
ILMN_1779264	PSMG1
ILMN_1779279	C14orf32
ILMN_1779324	GZMA
ILMN_1779333	MSRB3
ILMN_1779353	PUS7
ILMN_1779356	TP53
ILMN_1779370	ARHGEF9
ILMN_1779373	HIST1H2BF
ILMN_1779374	AMMECR1
ILMN_1779376	GSK3B
ILMN_1779381	SEC61A2
ILMN_1779399	SNRPA
ILMN_1779401	CHP
ILMN_1779404	PUF60
ILMN_1779410	VAPA
ILMN_1779416	SCUBE2
ILMN_1779423	MRPS14
ILMN_1779448	EFHD1
ILMN_1779470	ABCG4
ILMN_1779480	KCMF1
ILMN_1779488	RFX3
ILMN_1779492	SMURF1
ILMN_1779512	AP4M1
ILMN_1779517	RASEF
ILMN_1779522	ZNF347
ILMN_1779524	CREB3L3
ILMN_1779530	COG6
ILMN_1779536	NCRNA00153
ILMN_1779558	GAS6
ILMN_1779579	TUB
ILMN_1779600	RIPK5
ILMN_1779616	SUCLG1
ILMN_1779632	TMEM1
ILMN_1779648	HIST3H2A
ILMN_1779674	PTPRG
ILMN_1779677	ZCCHC6
ILMN_1779685	ACCN1
ILMN_1779706	TP53BP2
ILMN_1779711	DTL
ILMN_1779735	C7orf59
ILMN_1779742	GABRD
ILMN_1779800	MARK1
ILMN_1779813	FAM96B
ILMN_1779828	EDEM1
ILMN_1779835	ARL6IP4
ILMN_1779841	PPP2R1B
ILMN_1779854	CARD6
ILMN_1779855	HSD17B6
ILMN_1779875	THY1
ILMN_1779882	ANKRD43
ILMN_1779886	TBC1D14
ILMN_1779934	CDH23
ILMN_1779984	ACE
ILMN_1779989	GLI1
ILMN_1780036	WDR1
ILMN_1780057	RENBP
ILMN_1780058	DEGS1
ILMN_1780060	FCN3
ILMN_1780132	PELI2
ILMN_1780141	TMEM66
ILMN_1780153	QTRT1
ILMN_1780170	APOD
ILMN_1780188	B3GALNT2
ILMN_1780189	PSMC5
ILMN_1780197	TBC1D24
ILMN_1780236	PMM1
ILMN_1780255	KLK6
ILMN_1780283	LOC198437
ILMN_1780291	NFAT5
ILMN_1780292	MSH5
ILMN_1780298	FAM86A
ILMN_1780302	DYNC1H1
ILMN_1780315	PUSL1
ILMN_1780368	GPR18
ILMN_1780397	TRAF3IP3
ILMN_1780444	ARL3
ILMN_1780465	CLEC5A
ILMN_1780485	ACHE
ILMN_1780533	RNASE6
ILMN_1780546	OSM
ILMN_1780551	ADRA1A
ILMN_1780560	MYO18A
ILMN_1780582	CD83
ILMN_1780598	PIAS1
ILMN_1780625	HR
ILMN_1780659	NUDT6
ILMN_1780663	KLHL30
ILMN_1780667	WDR51A
ILMN_1780671	PLEKHG3
ILMN_1780698	ZFYVE19
ILMN_1780699	THAP11
ILMN_1780756	RBM23
ILMN_1780758	POLR1A
ILMN_1780769	TUBB2C
ILMN_1780783	SOCS7
ILMN_1780790	DPPA2
ILMN_1780798	FAM139A
ILMN_1780799	ENPP2
ILMN_1780806	ANKRD36B
ILMN_1780824	PCTK2
ILMN_1780825	RRAS
ILMN_1780827	EPS8L2
ILMN_1780887	USP21
ILMN_1780898	PRKCH
ILMN_1780913	PPP2R5C
ILMN_1780924	SLC43A1
ILMN_1780937	MUS81
ILMN_1780987	RFXANK
ILMN_1780996	ETAA1
ILMN_1781010	ARHGEF3
ILMN_1781027	TSNARE1
ILMN_1781028	ZMYM5
ILMN_1781031	CTBP2
ILMN_1781039	VPS26
ILMN_1781045	FXYD2
ILMN_1781077	CEP120
ILMN_1781085	BRDG1
ILMN_1781097	UBXN4
ILMN_1781102	C14orf138
ILMN_1781121	TWISTNB
ILMN_1781135	STAM2
ILMN_1781148	ASB10
ILMN_1781149	INMT
ILMN_1781151	ARMC8
ILMN_1781155	LYN
ILMN_1781173	HDAC9
ILMN_1781174	KIAA1009
ILMN_1781198	PPP1R3D
ILMN_1781207	FYN
ILMN_1781231	SLC25A38
ILMN_1781234	CCDC22
ILMN_1781256	LEFTY2
ILMN_1781276	TMCO4
ILMN_1781285	DUSP1
ILMN_1781290	RHOA
ILMN_1781345	RAD52
ILMN_1781360	MPHOSPH6
ILMN_1781373	IFIH1
ILMN_1781374	TUFT1
ILMN_1781383	NFKBIL2
ILMN_1781386	WIPI1
ILMN_1781388	PGM5
ILMN_1781390	FGF17
ILMN_1781400	SLC7A2
ILMN_1781416	FRAT1
ILMN_1781431	GLCCI1
ILMN_1781454	RAE1
ILMN_1781457	TIPRL
ILMN_1781472	CDC42BPA
ILMN_1781479	SUV39H1
ILMN_1781514	PCDH17
ILMN_1781516	SUPT16H
ILMN_1781517	LIPF
ILMN_1781526	PPP1R8
ILMN_1781536	FAH
ILMN_1781537	AOF1
ILMN_1781560	ST3GAL6
ILMN_1781565	MESDC1
ILMN_1781580	BRI3
ILMN_1781623	TEX264
ILMN_1781626	C1S
ILMN_1781628	SURF2
ILMN_1781636	VWA1
ILMN_1781638	HDDC3
ILMN_1781672	GAB1
ILMN_1781680	DAP3
ILMN_1781691	TRAK2
ILMN_1781700	IL18R1
ILMN_1781721	DDX31
ILMN_1781742	FAM133A
ILMN_1781745	C9orf152
ILMN_1781752	CLEC16A
ILMN_1781761	ENPP4
ILMN_1781769	CCRL1
ILMN_1781791	PRRG1
ILMN_1781795	ERH
ILMN_1781803	FIZ1
ILMN_1781812	NR4A3
ILMN_1781814	SEMA4B
ILMN_1781824	FASLG
ILMN_1781870	RBM8A
ILMN_1781906	RBM17
ILMN_1781942	HMMR
ILMN_1781943	FAM83D
ILMN_1781952	MGST1
ILMN_1781966	OSBP2
ILMN_1781983	AP1B1
ILMN_1781986	UCRC
ILMN_1781987	CDK5
ILMN_1781996	NUDT16
ILMN_1781999	ABCF2
ILMN_1782004	BAPX1
ILMN_1782021	ZNF707
ILMN_1782032	ASH1L
ILMN_1782034	ZXDA
ILMN_1782045	FKBP4
ILMN_1782050	CEBPD
ILMN_1782057	ATP8B2
ILMN_1782069	TRAK1
ILMN_1782076	EPHA3
ILMN_1782079	ZFP3
ILMN_1782086	AOC3
ILMN_1782094	PAIP2
ILMN_1782095	C20orf55
ILMN_1782098	SMO
ILMN_1782110	ZNF295
ILMN_1782129	ZBED4
ILMN_1782142	S100A13
ILMN_1782173	CBX3
ILMN_1782222	KIAA1033
ILMN_1782247	KAT2A
ILMN_1782275	P2RY6
ILMN_1782284	ZNF382
ILMN_1782292	LAMP1
ILMN_1782295	TRPC4
ILMN_1782329	HIST1H4L
ILMN_1782352	VENTX
ILMN_1782377	LOC440354
ILMN_1782385	POLR2A
ILMN_1782389	LAD1
ILMN_1782403	PRR11
ILMN_1782412	IRX2
ILMN_1782419	GNG11
ILMN_1782429	TMEM56
ILMN_1782439	CNN3
ILMN_1782441	CDKL2
ILMN_1782459	OSBPL8
ILMN_1782488	RNASEH2B
ILMN_1782513	RG9MTD3
ILMN_1782551	E2F5
ILMN_1782560	CD86
ILMN_1782567	GUCY1B3
ILMN_1782579	IMMT
ILMN_1782581	DUSP7
ILMN_1782596	CCL25
ILMN_1782609	STAG2
ILMN_1782618	C9orf16
ILMN_1782621	RPS12
ILMN_1782633	BOLA2
ILMN_1782635	YARS2
ILMN_1782679	AHRR
ILMN_1782704	CD19
ILMN_1782729	CLECL1
ILMN_1782741	CD300LB
ILMN_1782745	RBL1
ILMN_1782748	FMNL1
ILMN_1782788	CSDA
ILMN_1782795	SMPD4
ILMN_1782810	ARPM1
ILMN_1782813	DHFR
ILMN_1782829	GLTSCR1
ILMN_1782845	SPTB
ILMN_1782851	TAPBP
ILMN_1782863	FAM83B
ILMN_1782870	POFUT1
ILMN_1782897	CAPRIN1
ILMN_1782922	PDE4B
ILMN_1782938	SLC16A10
ILMN_1782939	ALB
ILMN_1782944	GPR37L1
ILMN_1782953	MMP19
ILMN_1782977	UBA52
ILMN_1782993	DHODH
ILMN_1783023	LOC285636
ILMN_1783075	C6orf167
ILMN_1783120	SLMAP
ILMN_1783142	RPS4Y1
ILMN_1783149	CDH23
ILMN_1783161	DAB2IP
ILMN_1783170	ING3
ILMN_1783182	FBN1
ILMN_1783185	SOX21
ILMN_1783226	SSR2
ILMN_1783231	PLEKHB1
ILMN_1783247	C10orf11
ILMN_1783266	OGDH
ILMN_1783276	NEXN
ILMN_1783287	S100A14
ILMN_1783304	ATP1B3
ILMN_1783333	C16orf61
ILMN_1783337	DECR2
ILMN_1783392	BTN2A1
ILMN_1783394	ATF4
ILMN_1783424	PUM1
ILMN_1783444	DVL1
ILMN_1783448	DYNC1LI2
ILMN_1783500	HOXD12
ILMN_1783546	CARKD
ILMN_1783593	CCL13
ILMN_1783598	CAB39L
ILMN_1783606	MLL5
ILMN_1783621	CMPK2
ILMN_1783627	CAST
ILMN_1783636	COX6A1
ILMN_1783645	C17orf38
ILMN_1783656	ODF4
ILMN_1783671	PCDHB12
ILMN_1783681	MRPL34
ILMN_1783682	C17orf82
ILMN_1783695	EPRS
ILMN_1783702	MORC3
ILMN_1783707	SPECC1
ILMN_1783709	RRAGA
ILMN_1783712	LOC400506
ILMN_1783728	TBRG4
ILMN_1783743	FLJ41423
ILMN_1783753	TXNDC12
ILMN_1783771	UBE2Z
ILMN_1783798	GAS8
ILMN_1783805	PNMA3
ILMN_1783806	DTNBP1
ILMN_1783815	COG7
ILMN_1783818	AKAP11
ILMN_1783832	GAGE6
ILMN_1783837	SYN1
ILMN_1783843	IIP45
ILMN_1783852	CD164
ILMN_1783881	ZIC5
ILMN_1783889	PRKAA1
ILMN_1783908	B3GNT9
ILMN_1783909	COL6A2
ILMN_1783910	TRAF6
ILMN_1783946	MRC2
ILMN_1783956	ATP8B4
ILMN_1783973	TMEM105
ILMN_1783985	COQ6
ILMN_1783998	STARD5
ILMN_1784005	LOC644615
ILMN_1784031	TIMM44
ILMN_1784036	CDH15
ILMN_1784037	ZBTB40
ILMN_1784094	PRDM16
ILMN_1784105	SLC38A7
ILMN_1784110	PCTK3
ILMN_1784113	NAT14
ILMN_1784116	EPN2
ILMN_1784156	FKTN
ILMN_1784176	ABCA5
ILMN_1784178	IFT172
ILMN_1784207	C1orf128
ILMN_1784216	KRTAP19-6
ILMN_1784217	SOX15
ILMN_1784218	DDX23
ILMN_1784227	MCRS1
ILMN_1784238	SEC22B
ILMN_1784256	HDGFRP3
ILMN_1784269	AASDH
ILMN_1784272	CD1E
ILMN_1784286	NDUFA1
ILMN_1784287	TGFBR3
ILMN_1784292	ANKMY2
ILMN_1784299	C19orf43
ILMN_1784300	TUBA4A
ILMN_1784316	PCDHA9
ILMN_1784320	ELMO1
ILMN_1784333	KIAA0256
ILMN_1784352	CCM2
ILMN_1784364	STARD5
ILMN_1784367	HSPD1
ILMN_1784380	DTX3L
ILMN_1784408	C8orf48
ILMN_1784410	UBP1
ILMN_1784427	MYH7B
ILMN_1784436	KIAA1688
ILMN_1784447	PLCE1
ILMN_1784459	MMP3
ILMN_1784467	NUP210
ILMN_1784477	PLEKHG5
ILMN_1784478	NPHP1
ILMN_1784515	MYH6
ILMN_1784523	ATP6V1G1
ILMN_1784532	COL22A1
ILMN_1784534	SELS
ILMN_1784540	KBTBD2
ILMN_1784553	SDC2
ILMN_1784578	LRRC37A3
ILMN_1784584	RINT1
ILMN_1784602	CDKN1A
ILMN_1784608	CLEC2B
ILMN_1784627	CDC42BPA
ILMN_1784630	KBTBD11
ILMN_1784641	NDUFA3
ILMN_1784651	NAGA
ILMN_1784655	TLCD1
ILMN_1784661	TMEM2
ILMN_1784678	PBX1
ILMN_1784706	GABRE
ILMN_1784709	GNPDA1
ILMN_1784717	RPS19
ILMN_1784737	S1PR4
ILMN_1784749	GAS6
ILMN_1784753	PAIP2
ILMN_1784766	MCM3AP
ILMN_1784774	P2RY10
ILMN_1784780	CIC
ILMN_1784783	NME5
ILMN_1784785	COPS7B
ILMN_1784799	TRIM59
ILMN_1784817	ODZ1
ILMN_1784822	PPP1R3F
ILMN_1784847	CREBZF
ILMN_1784860	RFC3
ILMN_1784863	CD36
ILMN_1784871	FASN
ILMN_1784884	LILRB3
ILMN_1784946	ORC3L
ILMN_1784948	SPOCD1
ILMN_1784967	EPB41L4B
ILMN_1784985	PRRT3
ILMN_1785005	NCF4
ILMN_1785010	TPTE2
ILMN_1785061	EPHB2
ILMN_1785095	ATP6V0E2
ILMN_1785107	NXT2
ILMN_1785161	CHCHD6
ILMN_1785170	ARMCX2
ILMN_1785175	SWAP70
ILMN_1785177	DNAJC14
ILMN_1785179	UBE2G2
ILMN_1785191	TMEM14A
ILMN_1785198	POLE3
ILMN_1785202	STAT4
ILMN_1785218	MTCH2
ILMN_1785252	SLC26A6
ILMN_1785266	OFD1
ILMN_1785324	MTHFD1
ILMN_1785330	SH3BP4
ILMN_1785336	PMM2
ILMN_1785345	GPR84
ILMN_1785356	RAB6IP1
ILMN_1785387	ERMAP
ILMN_1785393	ADAM12
ILMN_1785402	LTBP1
ILMN_1785404	FGFBP1
ILMN_1785405	C20orf59
ILMN_1785413	ATP2C2
ILMN_1785424	ABLIM1
ILMN_1785427	SYNE1
ILMN_1785439	CD79B
ILMN_1785476	C20orf165
ILMN_1785486	ERG
ILMN_1785527	LY6G5B
ILMN_1785528	FAM39DP
ILMN_1785574	HTRA2
ILMN_1785618	SMTN
ILMN_1785635	BRD3
ILMN_1785646	PMP22
ILMN_1785660	SRPR
ILMN_1785661	FAM108B1
ILMN_1785699	PTHLH
ILMN_1785731	MAPK8IP2
ILMN_1785765	TM9SF2
ILMN_1785768	PDE4A
ILMN_1785785	NCOA1
ILMN_1785795	METAP1
ILMN_1785831	ZDHHC13
ILMN_1785852	OBFC2A
ILMN_1785891	PRKD1
ILMN_1785892	MASP1
ILMN_1785902	C1QC
ILMN_1785914	CDC6
ILMN_1785926	ZNF621
ILMN_1785933	C19orf18
ILMN_1785955	C2orf60
ILMN_1785960	ZBTB37
ILMN_1785988	CSNK1A1
ILMN_1786015	CTCF
ILMN_1786016	CHD1L
ILMN_1786021	PRKAB2
ILMN_1786024	POLR3H
ILMN_1786034	GPRC5B
ILMN_1786036	GPATCH2
ILMN_1786039	RNF34
ILMN_1786041	ASB9
ILMN_1786046	CASP9
ILMN_1786050	RBBP9
ILMN_1786105	PCBD1
ILMN_1786108	TUT1
ILMN_1786118	FXYD7
ILMN_1786125	CCNA2
ILMN_1786139	VKORC1
ILMN_1786168	LOC400464
ILMN_1786176	CD37
ILMN_1786189	MKI67IP
ILMN_1786195	PRKACA
ILMN_1786197	NR2F1
ILMN_1786211	HERC1
ILMN_1786215	ZNF3
ILMN_1786259	LRRC59
ILMN_1786273	C1orf122
ILMN_1786275	PAPOLG
ILMN_1786278	FAM149A
ILMN_1786308	NIPSNAP3B
ILMN_1786310	MVK
ILMN_1786319	MME
ILMN_1786326	KCTD15
ILMN_1786328	WDR40A
ILMN_1786335	DUOX2
ILMN_1786345	KIAA1967
ILMN_1786347	TNPO1
ILMN_1786357	CENTD2
ILMN_1786379	SYNGR3
ILMN_1786388	RNF113A
ILMN_1786396	ZZEF1
ILMN_1786426	TMEM149
ILMN_1786429	P2RY5
ILMN_1786444	LPL
ILMN_1786469	FBXO22
ILMN_1786470	C1orf74
ILMN_1786498	STARD13
ILMN_1786532	CNIH
ILMN_1786544	ACVR1B
ILMN_1786601	PLAGL2
ILMN_1786609	IL21R
ILMN_1786612	PSME2
ILMN_1786648	PRX
ILMN_1786658	BOLA3
ILMN_1786688	DEADC1
ILMN_1786697	TRIM9
ILMN_1786707	C19orf63
ILMN_1786718	NDUFV1
ILMN_1786720	PROM1
ILMN_1786722	ZNF385A
ILMN_1786759	C11orf10
ILMN_1786766	SNTB2
ILMN_1786810	KIR2DL1
ILMN_1786823	ICAM2
ILMN_1786843	KCTD13
ILMN_1786847	TGM3
ILMN_1786852	ZCCHC3
ILMN_1786872	C11orf31
ILMN_1786882	ERCC6
ILMN_1786893	RBM5
ILMN_1786895	KATNAL1
ILMN_1786899	AMPD2
ILMN_1786972	SARS
ILMN_1786976	RAB22A
ILMN_1786989	NKX6-2
ILMN_1787026	SEC61G
ILMN_1787064	ANKRD17
ILMN_1787081	TADA2L
ILMN_1787109	CLK2
ILMN_1787115	WWTR1
ILMN_1787127	SLC43A2
ILMN_1787186	NOV
ILMN_1787190	NRP2
ILMN_1787193	CYP2S1
ILMN_1787212	CDKN1A
ILMN_1787248	SIVA
ILMN_1787256	HCN3
ILMN_1787257	GLP1R
ILMN_1787265	ZNF503
ILMN_1787266	SPINK1
ILMN_1787275	STAG3
ILMN_1787280	C1orf135
ILMN_1787288	LOC150383
ILMN_1787308	PIP4K2C
ILMN_1787324	C16orf48
ILMN_1787345	FKBP11
ILMN_1787366	ZNF335
ILMN_1787370	C2orf56
